SBA FRANCHISE IDENTIFIER CODE|BRAND|MEETS FTC DEFINITION OF A FRANCHISE?|IS AN  ADDENDUM NEEDED?|SBA ADDENDUM - Form 2462|SBA NEGOTIATED ADDENDUM|SBA FRANCHISE IDENTIFIER CODE Start Date|ZXA4
S6825|Del's Popcorn Shop|Y|Y|Y|N|9/2/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S0494|Deli Delicious|Y|Y||Y|10/1/2017|
S0463|DELI ZONE|Y|Y|Y|N|10/1/2017|
S6312|Delivery.com|Y|Y|Y|N|2/9/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the assignment of lease may not be executed.
S3554|Deloy Brown Petroleum, LLC - Dealer Supply Agreement|Y|Y|Y|N|10/1/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2350|Delta Hotels by Marriott|Y|Y||Y|1/1/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S2852|Delta Life Fitness|Y|Y|Y|N|4/4/2018|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S0495|Delta Restoration Services|Y|Y||Y|10/1/2017|
S2972|Delta Western Petroluem - Operator Assistance Agreement|Y|Y|Y|N|4/16/2018|Distributor may not file anything against the SBA Real Estate Collateral
S2973|Delta Western Petroluem - Operator Marketer Agreement|Y|Y|Y|N|4/16/2018|Distributor may not file anything against the SBA Real Estate Collateral
S5821|Delux Transportation Services|Y|Y|N|Y|8/6/2020|
S0496|Denino's Pizzeria|Y|Y||Y|10/1/2017|
S2351|Denny's|Y|Y||Y|1/1/2018|
S0498|Dental Fix|Y|Y||Y|10/1/2017|
S0499|DentalSense|Y|Y||Y|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S5245|Dentalvana|Y||||4/20/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
|Department of the Air Force - Standard Trademark License Agreement|N||||4/23/2020|
|Department of the Navy - Non-Exclusive, Limited Term Trademark License Agreement|N||||4/23/2020|
S0464|DERMACARE LASER & SKIN CARE CLINCS|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S4639|dermani MEDSPA|Y|Y|Y|N|10/29/2019|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0466|DESERT MOON CAFE'|Y|Y|Y|N|10/1/2017|
S0500|Desert Sun Tanning Salons|Y|Y|Y|N|10/1/2017|
S5634|Design Hotels|Y|Y|N|Y|6/25/2020|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is or is affiliated with, the Franchisor.
S0467|DESJOYAUX POOLS|Y|Y|Y|N|10/1/2017|
S0501|Dessange|Y|Y||Y|10/1/2017|
S5265|Destination Athlete|Y|Y|Y|N|4/22/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute the Site Selection Lease of Site & Development of Store agreement.
S2087|Detail Garage|Y|Y|Y|N|3/7/2017|
S0502|DetailXPerts|Y|Y||Y|10/1/2017|
S5196|Detroit Diesel Corporation -  Direct Dealer Agreement|Y|Y|Y|N|4/17/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S5195|Detroit Diesel Corporation -  Distributor Agreement|Y|Y|Y|N|4/17/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S2352|Detroit Kid City|Y|Y|Y|N|1/1/2018|
S6336|Detroit Wing Company|Y|Y|Y|N|2/12/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Assignment of Lease, Landlord's Consent and the Real Estate Option to Purchase may not be executed.
S0503|Device Pitstop|Y|Y||Y|10/1/2017|
S3039|DexaFit (Trademark License and Consulting Agreement)|Y|N|||5/1/2018|
S4216|Dhruv Oil, LLC  dba Star Oil  (Multi Brands) Dealer Fuel Supply Agreement|Y|Y|Y|N|5/21/2019|Distributor may not file anything against the SBA Real Estate Collateral
S2568|di'lishi Yogurt Coffee Smoothies|Y|Y|Y|N|2/14/2018|
S4655|Diamond Dynasty|Y|Y|Y|N|10/29/2019|
S4455|Diamond Gasoline Stations Inc. - Wholesale Supply and Sales Agreement|Y|Y|Y|N|8/6/2019|Distributor may not file anything against the SBA Real Estate Collateral
S4495|Diamond Oil - Dealer Petroleum Sales Agreement|Y|Y|Y|N|8/27/2019|Distributor may not file anything against the SBA Real Estate Collateral
S6848|DiCarlo's Pizza|Y|Y|Y|N|9/16/2021|
S0504|Dick's Wings & Grill|Y|Y||Y|10/1/2017|
S0505|Dickey's Barbecue Pit|Y|Y||Y|10/1/2017|
S2602|Diesel Barbershop|Y|Y|Y|N|2/21/2018|
S0506|Diet Center|Y|Y|Y|N|10/1/2017|
S0507|Digital Doc|Y|Y||Y|10/1/2017|
|Dilmar Oil Company - Loaned Equipment Agreement - Lubricants|N|N|||1/1/2018|
S5948|Ding Tea|Y|Y|N|Y|9/16/2020|1.  Only the negotiated addendum may be used.  2. Lender/CDC must contact the franchisor prior to submitting their application to SBA.
S0468|DINNER BY DESIGN|Y|Y|Y|N|10/1/2017|
S5104|Dippin' Dots|Y|Y|Y|N|4/9/2020| 
S5776|DipStx|Y|Y|Y|N|7/27/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Agreement with Landlord may not be executed.
|Direct Auto Insurance Co. - Producer Agreement|N|N|||2/11/2020|
S2174|Direct Link|Y|Y|Y|N|10/1/2017|
S0508|DirectBuy|Y|Y|Y|N|10/1/2017|
S5701|Dirty Buffalo|Y|Y|Y|N|7/13/2020|
S5952|Dirty Dog's Car Wash - Franchise Agreement|Y|Y|Y|N|9/16/2020|
S6117|Dirty Dog's Car Wash - Trademark License Agreement|Y|Y|Y|N|11/25/2020|
S2701|Dirtyblinds.com|Y|N|||2/28/2018|
S4170|DIS-IN-FX|Y|Y|Y|N|5/7/2019|
S3962|Disaster Relief|Y|Y|Y|N|3/11/2019|
S6230|Disc Replay/Disc Traders/Mega Replay/Super Mega Replay|Y|Y|Y|N|1/21/2021|
S2498|Discount Nutrition|Y|Y|Y|N|1/30/2018|
S0469|DISCOUNT SUPPLEMENTS DIRECT|Y|Y|Y|N|10/1/2017|
S6310|Discount Tire & Service Centers|Y|Y|Y|N|2/9/2021|
S6610|Discover Strength|Y|Y|Y|N|5/17/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, a Studio Lease Addendum may not be executed.
S5054|Discovery Map|Y|Y|Y|N|4/6/2020|
S0509|Discovery Point|Y|Y||Y|10/1/2017|
S2571|DISH|Y|Y|Y|N|2/14/2018|
|Disney Theme Park Merchandise - Merchandise Concession Agreement|N|N|||6/18/2019|
S5362|DIVADANCE|Y|N|N|N|5/1/2020|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit
S6592|Diversity Family Health|Y|Y|Y|N|5/11/2021|
S3153|Dizziland Inc. - License Agreement|Y|N|||5/29/2018|
S4088|DJ Got Me Fit Studio|Y|Y|Y|N|4/9/2019|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S3556|DJI Europe B.V. - Dealership Agreement|Y|N|||10/1/2018|
S4912|DJI Industrial, Inc. - Dealership Agreement|Y|N|||3/3/2020|
S2169|DKI|Y|Y|Y|N|10/1/2017|
S2170|DMK Burger Bar|Y|Y|Y|N|10/1/2017|
|DMR Methods - License Agreement|N||||2/20/2019|
S0470|DNA SERVICES OF AMERICA|Y|Y|Y|N|10/1/2017|
S2175|Do it Best|Y|Y||Y|10/1/2017|
S0510|Doc Popcorn|Y|Y|Y|N|10/1/2017|
S2811|Dodge - Sales and Service Agreement|Y|N|||3/22/2018|Manufacturer may not record against the real estate that secures the SBA‐guaranteed loan any restrictions on the use of the property, including any restrictive covenants, branding covenants, Deeds, or environmental use restrictions. Lenders are advised that, if SBA discovers at any point during the life of the loan that any such restriction has been recorded against the collateral securing the loan, SBA may deny liability on the guaranty.
S5575|Doe's Eat Place|Y|Y|Y|N|6/10/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute an Assignment of Lease to the Franchisor or its assignee.
S6261|Dog Guard – Dealership Agreement|Y|Y|Y|N|1/31/2021|
S0511|Dog Haus|Y|Y|Y|N|10/1/2017|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S4840|Dog n Suds  - License Agreement|Y|Y|Y|N|2/11/2020|
S3945|Dog Training Elite|Y|Y|Y|N|3/5/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Landlord's Consent to Assignment may not be executed
S6880|Dogdrop|Y|Y|Y|N|9/23/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S0471|DOGGY DREAMS GROOMMOBILE|Y|Y|Y|N|10/1/2017|
S0472|DOGS RULE RESORT|Y|Y|Y|N|10/1/2017|
S6126|Dogstown University|Y|Y|Y|N|12/3/2020|
S0512|Dogtopia|Y|Y|Y|N|10/1/2017|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S4110|DOJO Karate (Minnesota only)|Y|Y|Y|N|4/16/2019|
S4671|Dojo's Family Martial Arts - Name Use Agreement|Y|Y|Y|N|11/5/2019|
|DolEx Dollar Express, Inc. - Financial Services - Agency Agreement|N|N|||11/3/2020|
S0473|DOLLAR CASTLE|Y|Y|Y|N|10/1/2017|
S0474|DOLLAR DISCOUNT STORES|Y|Y|Y|N|10/1/2017|
S0475|DOMINIC'S OF NEW YORK|Y|Y|Y|N|10/1/2017|
S0513|Domino's|Y|Y|Y|N|10/1/2017|
S0476|DON PABLO'S|Y|Y|Y|N|10/1/2017|
S4731|Don Small and Sons Oil Distributor Co. (Phillips 66) Product Sales Agreement|Y|Y|Y|N|12/3/2019|Distributor may not file anything against the SBA Real Estate Collateral
S0514|Donatos Pizza|Y|Y|Y|N|10/1/2017|
S4767|Doner Kebab|Y|Y|Y|N|12/26/2019|1.  When the real estate where the franchise business is located will secure the SBA‐guaranteed loan, the Conditional Assignment of Lease Agreement may not  be executed.  2. Franchisee is required to open 5 franchises.
S3550|Donut Crazy|Y|Y|Y|N|10/1/2018|
S6871|Donut Distillery|Y|Y|Y|N|9/23/2021|
S0515|Doodle Bugs!|Y|Y|Y|N|10/1/2017|
S2745|DoodyCalls|Y|Y|Y|N|3/9/2018|
S3371|Dooley's Petroleum Inc  (Shell) Petroleum Product Supply Agreement|Y|Y|Y|N|8/7/2018|Distributor/Supplier may not file anything against the SBA Real Estate Collateral. 
S0477|DOOR-TO-DOOR DRY CLEANING|Y|Y|Y|N|10/1/2017|
S5356|Doorstep Details|Y|Y|Y|N|4/29/2020|
|Doosan - Dealer Sales Agreement|N|N|||10/23/2020|
S2176|Dos Coyotes|Y|Y|Y|N|10/1/2017|
S5723|DosBros|Y|Y|Y|N|7/15/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S6874|Dot & Dough|Y|Y|Y|N|9/23/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S0478|DOTI DESIGN STORES|Y|Y|Y|N|10/1/2017|
S0516|DoubleDave's Pizzaworks|Y|Y||Y|10/1/2017|
S2177|DoubleTree by Hilton|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S6259|Dough Riders|Y|Y|Y|N|1/31/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Agreement with Landlord  may be executed.
S4604|Doughnuttery|Y|Y|Y|N|10/16/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Franchise Addendum to Lease Agreement may not be executed.
S0479|DOUGHOCRACY|Y|Y|Y|N|10/1/2017|
S6092|Doughy Joey's Peetza Joynt - License Agreement|Y|Y|Y|N|11/13/2020|
S5763|Douglas J Salon|Y|Y|Y|N|7/22/2020|1. Franchisor may not file anything against SBA real estate collateral.  2. If real estate secures the SBA loan, the Real Estate Option to Purchase may not be used.
S6530|Downey Oil Company, Inc. (Citgo) Complete Contract of Sale (Branded)|Y|Y|Y|N|4/21/2021|Distributor may not file anything against the SBA Real Estate Collateral
S3142|Downtowner Inns/Downtoner Inns & Suites|Y|N|||5/29/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S6683|DPF Alternatives|Y|Y|N|Y|7/1/2021|
S0480|DQ Grill & Chill  Operating Agreement|Y|Y|Y|N|10/1/2017|
S3965|DQ Grill & Chill - Operating Agreement (Beaver, Lawrence & Mercer counties, Pennsylvania)|Y|Y|N|Y|3/11/2019|
S4613|DQ of New Jersey Inc.  - Operating Agreement|Y|Y|Y|N|10/16/2019|
S2921|DQ of Southern Arizona Store Operating License Agreement|Y|Y|Y|N|4/10/2018|
S0481|DQ Treat|Y|Y|Y|N|10/1/2017|
S5167|Dr. Fulmes Rejuvenation Techniques|Y|Y|Y|N|4/14/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum and the Collateral Assignment of Lease may not be executed.
S0517|Dr. G's Weightloss & Wellness|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0518|Dr. Vinyl|Y|Y|Y|N|10/1/2017|
S0519|Dragon's Lair Comics & Fantasy|Y|Y||Y|10/1/2017|
S4786|Drake Petroleum Company Inc. (Sunoco) Dealer Sales Contract|Y|Y|Y|N|1/7/2020|Distributor may not file anything against the SBA Real Estate Collateral
S0520|Drama Kids|Y|Y|Y|N|10/1/2017|
S0521|Dream Dinners|Y|Y||Y|10/1/2017|
S2547|Dreamland Bar-B-Que|Y|Y|Y|N|2/14/2018|
S0522|DreamMaker Bath & Kitchen by Worldwide|Y|Y||Y|10/1/2017|
S4676|DRIPBaR|Y|Y|Y|N|11/5/2019|1. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed.
S0523|Drive N Style|Y|Y||Y|10/1/2017|
S0482|DRIVEWAY IMPRESSIONS|Y|Y|Y|N|10/1/2017|
S2348|DRNK Coffee + Tea|Y|Y|Y|N|1/1/2018|
S6803|DROP Sauna Studio + AthletiCouture|Y|Y|Y|N|8/26/2021|
S5428|DrPhoneFix|Y|Y|Y||5/10/2020|
|Drum Workshop - Limited Duration Authorized Dealer Agreement|N|N|||5/5/2021|
S0483|DRY CLEANING STATION|Y|Y|Y|N|10/1/2017|
S0524|Drybar|Y|Y||Y|10/1/2017|
S0525|Dryer Vent Wizard|Y|Y||Y|10/1/2017|
S2178|DryJect|Y|Y||Y|10/1/2017|
|DUAL Commercial LLC.  Sub Agent Agreement|N|N|||8/13/2019|
S3787|Duca's Neopolitan Pizza|Y|Y|Y|N|12/19/2018|
S5255|Ducati North America - Authorized Dealer Agreement|Y|Y|Y|N|4/20/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S2179|Duck Donuts|Y|Y||Y|10/1/2017|
S3084|Ducklings Early Learning Center|Y|Y|Y|N|5/8/2018|When the real estate where the franchise business is located will secure the SBA‐guaranteed loan, the Collateral Assignment of Lease may not be executed.
S0526|Duct Doctor|Y|Y|Y|N|10/1/2017|
S0484|DUCTZ|Y|Y|Y|N|10/1/2017|
S0527|Duff's Famous Wings|Y|Y||Y|10/1/2017|
S5837|Duko Oil Company, Inc. (Valero) Dealer Agreement|Y|Y|Y|N|8/7/2020|Distributor may not file anything against the SBA Real Estate Collateral
S6353|Dumpster Today|Y|Y|Y|N|2/22/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
S3489|Duncan Oil Co. - Product Supply Agreement|Y|Y|Y|N|9/5/2018|Distributor may not file anything against the SBA Real Estate Collateral
S0528|Dunkin' Donut/Baskin-Robbins Co-Brand|Y|Y||Y|10/1/2017|
S0529|Dunkin' Donuts|Y|Y||Y|10/1/2017|
S2180|Dunn Brothers Coffee|Y|Y||Y|10/1/2017|
|DuPont Brand Trademark License Agreement |N|N|||4/4/2018|
S0530|Duraclean|Y|Y||Y|10/1/2017|
S0531|Dutch Bros.|Y|Y||Y|10/1/2017|
|Dutchmen Manufacturing - Dealer Sales and Service Agreement|N|N|||6/2/2021|
|DVDNOW|N|N|||10/1/2017|
S5704|Dynamic Inn and Suites|Y|Y|Y|N|7/13/2020|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
